Column1	title	year	rating	metascore	gross	hyperlink	country	Column2	budget	awards	award wins	award nominations	duration	rating-metascore	revenue	genre1	genre2	genre3
485	Midnight in Paris	2011	77	81	56820000	https://www.imdb.com/title/tt1605783/?ref_=adv_li_i	Spain		17000000	Won 1 Oscar.	1	0	1h 34min	4.00	39820000.00	Comedy	 Fantasy	 Romance
491	X-Men: First Class	2011	77	65	146410000	https://www.imdb.com/title/tt1270798/?ref_=adv_li_i	USA		160000000	21 wins & 38 nominations.	21	38	2h 11min	12.00	-13590000.00	Action	 Adventure	 Sci-Fi
593	Rise of the Planet of the Apes	2011	76	68	176760000	https://www.imdb.com/title/tt1318514/?ref_=adv_li_i	USA		93000000	Nominated for 1 Oscar.	0	1	1h 45min	8.00	83760000.00	Action	 Drama	 Sci-Fi
596	Moneyball	2011	76	87	75610000	https://www.imdb.com/title/tt1210166/?ref_=adv_li_i	USA		50000000	Nominated for 6 Oscars.	0	6	2h 13min	11.00	25610000.00	Biography	 Drama	 Sport
587	Headhunters	2011	76	72	1200000	https://www.imdb.com/title/tt1614989/?ref_=adv_li_i	Norway		3519021.834	Nominated for 1 BAFTA Film Award.	0	1	1h 36min	4.00	-2319021.83	Crime	 Drama	 Thriller
597	The Skin I Live In	2011	76	70	3190000	https://www.imdb.com/title/tt1189073/?ref_=adv_li_i	Spain		13000000	Nominated for 1 Golden Globe.	0	1	2h	6.00	-9810000.00	Drama	 Horror	 Thriller
398	Drive	2011	78	78	35060000	https://www.imdb.com/title/tt0780504/?ref_=adv_li_i	USA		15000000	Nominated for 1 Oscar.	0	1	1h 40min	0.00	20060000.00	Crime	 Drama	
381	Once Upon a Time in Anatolia	2011	78	82	140000	https://www.imdb.com/title/tt1827487/?ref_=adv_li_i	Turkey		Unknown	21 wins & 26 nominations.	21	26	2h 37min	4.00		Crime	 Drama	
100	Warrior	2011	82	71	13660000	https://www.imdb.com/title/tt1291584/?ref_=adv_li_i	USA		25000000	Nominated for 1 Oscar.	0	1	2h 20min	11.00	-11340000.00	Drama	 Sport	
584	The Raid: Redemption	2011	76	73	4110000	https://www.imdb.com/title/tt1899353/?ref_=adv_li_i	Indonesia		1100000	6 wins & 12 nominations.	6	12	1h 41min	3.00	3010000.00	Action	 Thriller	
67	A Separation	2011	83	95	7100000	https://www.imdb.com/title/tt1832382/?ref_=adv_li_i	Iran		500000	Won 1 Oscar.	1	0	2h 3min	12.00	6600000.00	Drama	 Thriller	
144	The Help	2011	81	62	169710000	https://www.imdb.com/title/tt1454029/?ref_=adv_li_i	USA		25000000	Won 1 Oscar.	1	0	2h 26min	19.00	144710000.00	Drama		
483	Wreck-It Ralph	2012	77	72	189420000	https://www.imdb.com/title/tt1772341/?ref_=adv_li_i	USA		165000000	Nominated for 1 Oscar.	0	1	1h 41min	5.00	24420000.00	Animation	 Adventure	 Comedy
382	Moonrise Kingdom	2012	78	84	45510000	https://www.imdb.com/title/tt1748122/?ref_=adv_li_i	USA		16000000	Nominated for 1 Oscar.	0	1	1h 34min	6.00	29510000.00	Adventure	 Comedy	 Drama
585	End of Watch	2012	76	68	41000000	https://www.imdb.com/title/tt1855199/?ref_=adv_li_i	USA		7000000	3 wins & 10 nominations.	3	10	1h 49min	8.00	34000000.00	Action	 Crime	 Drama
316	Life of Pi	2012	79	79	124990000	https://www.imdb.com/title/tt0454876/?ref_=adv_li_i	USA		120000000	Won 4 Oscars.	4	0	2h 7min	0.00	4990000.00	Adventure	 Drama	 Fantasy
493	Silver Linings Playbook	2012	77	81	132090000	https://www.imdb.com/title/tt1045658/?ref_=adv_li_i	USA		21000000	Won 1 Oscar.	1	0	2h 2min	4.00	111090000.00	Comedy	 Drama	 Romance
378	The Broken Circle Breakdown	2012	78	70	180000	https://www.imdb.com/title/tt2024519/?ref_=adv_li_i	Belgium		Unknown	Nominated for 1 Oscar.	0	1	1h 51min	8.00		Drama	 Music	 Romance
152	The Avengers	2012	81	69	623360000	https://www.imdb.com/title/tt0848228/?ref_=adv_li_i	USA		220000000	Nominated for 1 Oscar.	0	1	2h 23min	12.00	403360000.00	Action	 Adventure	 Sci-Fi
394	Skyfall	2012	78	81	304360000	https://www.imdb.com/title/tt1074638/?ref_=adv_li_i	UK		200000000	Won 2 Oscars.	2	0	2h 23min	3.00	104360000.00	Action	 Adventure	 Thriller
494	Argo	2012	77	86	136030000	https://www.imdb.com/title/tt1024648/?ref_=adv_li_i	USA		44500000	Won 3 Oscars.	3	0	2h	9.00	91530000.00	Biography	 Drama	 Thriller
586	The Impossible	2012	76	73	19020000	https://www.imdb.com/title/tt1649419/?ref_=adv_li_i	Spain		45000000	Nominated for 1 Oscar.	0	1	1h 54min	3.00	-25980000.00	Drama	 History	 Thriller
302	Amour	2012	79	94	6740000	https://www.imdb.com/title/tt1602620/?ref_=adv_li_i	Austria		8900000	Won 1 Oscar.	1	0	2h 7min	15.00	-2160000.00	Drama	 Romance	
217	The Perks of Being a Wallflower	2012	80	67	17740000	https://www.imdb.com/title/tt1659337/?ref_=adv_li_i	USA		13000000	19 wins & 49 nominations.	19	49	1h 43min	13.00	4740000.00	Drama	 Romance	
53	The Dark Knight Rises	2012	84	78	448140000	https://www.imdb.com/title/tt1345836/?ref_=adv_li_i	UK		250000000	Nominated for 1 BAFTA Film Award.	0	1	2h 44min	6.00	198140000.00	Action	 Thriller	
52	Django Unchained	2012	84	81	162810000	https://www.imdb.com/title/tt1853728/?ref_=adv_li_i	USA		100000000	Won 2 Oscars.	2	0	2h 45min	3.00	62810000.00	Drama	 Western	
66	The Hunt	2012	83	77	690000	https://www.imdb.com/title/tt2106476/?ref_=adv_li_i	Denmark		3800000	Nominated for 1 Oscar.	0	1	1h 55min	6.00	-3110000.00	Drama		
102	The Wolf of Wall Street	2013	82	75	116900000	https://www.imdb.com/title/tt0993846/?ref_=adv_li_i	USA		100000000	Nominated for 5 Oscars.	0	5	3h	7.00	16900000.00	Biography	 Comedy	 Crime
207	The Tale of The Princess Kaguya	2013	80	89	1510000	https://www.imdb.com/title/tt2576852/?ref_=adv_li_i	Japan		45540659.87	Nominated for 1 Oscar.	0	1	2h 17min	9.00	-44030659.87	Animation	 Adventure	 Drama
140	Rush	2013	81	75	26950000	https://www.imdb.com/title/tt1979320/?ref_=adv_li_i	UK		38000000	Nominated for 2 Golden Globes.	0	2	2h 3min	6.00	-11050000.00	Action	 Biography	 Drama
379	The Wind Rises	2013	78	83	5210000	https://www.imdb.com/title/tt2013293/?ref_=adv_li_i	Japan		30000000	Nominated for 1 Oscar.	0	1	2h 6min	5.00	-24790000.00	Animation	 Biography	 Drama
482	Nebraska	2013	77	86	17650000	https://www.imdb.com/title/tt1821549/?ref_=adv_li_i	USA		12000000	Nominated for 6 Oscars.	0	6	1h 55min	9.00	5650000.00	Adventure	 Comedy	 Drama
138	12 Years a Slave	2013	81	96	56670000	https://www.imdb.com/title/tt2024544/?ref_=adv_li_i	USA		20000000	Won 3 Oscars.	3	0	2h 14min	15.00	36670000.00	Biography	 Drama	 History
145	Prisoners	2013	81	74	61000000	https://www.imdb.com/title/tt1392214/?ref_=adv_li_i	USA		46000000	Nominated for 1 Oscar.	0	1	2h 33min	7.00	15000000.00	Crime	 Drama	 Mystery
487	Star Trek Into Darkness	2013	77	72	228780000	https://www.imdb.com/title/tt1408101/?ref_=adv_li_i	USA		190000000	Nominated for 1 Oscar.	0	1	2h 12min	5.00	38780000.00	Action	 Adventure	 Sci-Fi
215	Her	2013	80	90	25570000	https://www.imdb.com/title/tt1798709/?ref_=adv_li_i	USA		23000000	Won 1 Oscar.	1	0	2h 6min	10.00	2570000.00	Drama	 Romance	 Sci-Fi
387	Captain Phillips	2013	78	83	107100000	https://www.imdb.com/title/tt1535109/?ref_=adv_li_i	USA		55000000	Nominated for 6 Oscars.	0	6	2h 14min	5.00	52100000.00	Biography	 Drama	 Thriller
486	Gravity	2013	77	96	274090000	https://www.imdb.com/title/tt1454468/?ref_=adv_li_i	UK		100000000	Won 7 Oscars.	7	0	1h 31min	19.00	174090000.00	Drama	 Sci-Fi	 Thriller
225	Dallas Buyers Club	2013	80	84	27300000	https://www.imdb.com/title/tt0790636/?ref_=adv_li_i	USA		5000000	Won 3 Oscars.	3	0	1h 57min	4.00	22300000.00	Biography	 Drama	
582	Philomena	2013	76	77	37710000	https://www.imdb.com/title/tt2431286/?ref_=adv_li_i	UK		12000000	Nominated for 4 Oscars.	0	4	1h 38min	1.00	25710000.00	Biography	 Drama	
391	The Hobbit: The Desolation of Smaug	2013	78	66	258370000	https://www.imdb.com/title/tt1170358/?ref_=adv_li_i	USA		225000000	Nominated for 3 Oscars.	0	3	2h 41min	12.00	33370000.00	Adventure	 Fantasy	
373	The Past	2013	78	85	1330000	https://www.imdb.com/title/tt2404461/?ref_=adv_li_i	France		11000000	Nominated for 1 Golden Globe.	0	1	2h 10min	7.00	-9670000.00	Drama	 Mystery	
299	Before Midnight	2013	79	94	8109999	https://www.imdb.com/title/tt2209418/?ref_=adv_li_i	USA		3000000	Nominated for 1 Oscar.	0	1	1h 49min	15.00	5109999.00	Drama	 Romance	
376	Blue Is the Warmest Color	2013	78	88	2200000	https://www.imdb.com/title/tt2278871/?ref_=adv_li_i	France		4538400	Nominated for 1 Golden Globe.	0	1	3h	10.00	-2338400.00	Drama	 Romance	
375	The Lunchbox	2013	78	76	4230000	https://www.imdb.com/title/tt2350496/?ref_=adv_li_i	India		1000000	Nominated for 1 BAFTA Film Award.	0	1	1h 44min	2.00	3230000.00	Drama	 Romance	
97	Tangerines	2013	82	73	140000	https://www.imdb.com/title/tt2991224/?ref_=adv_li_i	Estonia		737490	Nominated for 1 Oscar.	0	1	1h 27min	9.00	-597490.00	Drama	 War	
210	Short Term 12	2013	80	82	1010000	https://www.imdb.com/title/tt2370248/?ref_=adv_li_i	USA		Unknown	36 wins & 70 nominations.	36	70	1h 36min	2.00		Drama		
374	The Great Beauty	2013	78	86	2850000	https://www.imdb.com/title/tt2358891/?ref_=adv_li_i	Italy		10438320	Won 1 Oscar.	1	0	2h 21min	8.00	-7588320.00	Drama		
377	Big Hero 6	2014	78	74	222530000	https://www.imdb.com/title/tt2245084/?ref_=adv_li_i	USA		165000000	Won 1 Oscar.	1	0	1h 42min	4.00	57530000.00	Animation	 Action	 Adventure
383	How to Train Your Dragon 2	2014	78	76	177000000	https://www.imdb.com/title/tt1646971/?ref_=adv_li_i	USA		145000000	Nominated for 1 Oscar.	0	1	1h 42min	2.00	32000000.00	Animation	 Action	 Adventure
388	The Lego Movie	2014	78	83	257760000	https://www.imdb.com/title/tt1490017/?ref_=adv_li_i	USA		60000000	Nominated for 1 Oscar.	0	1	1h 40min	5.00	197760000.00	Animation	 Action	 Adventure
139	Guardians of the Galaxy	2014	81	76	333180000	https://www.imdb.com/title/tt2015381/?ref_=adv_li_i	USA		170000000	Nominated for 2 Oscars.	0	2	2h 1min	5.00	163180000.00	Action	 Adventure	 Comedy
135	The Grand Budapest Hotel	2014	81	88	59100000	https://www.imdb.com/title/tt2278388/?ref_=adv_li_i	USA		25000000	Won 4 Oscars.	4	0	1h 39min	7.00	34100000.00	Adventure	 Comedy	 Crime
583	Dawn of the Planet of the Apes	2014	76	79	208550000	https://www.imdb.com/title/tt2103281/?ref_=adv_li_i	USA		170000000	Nominated for 1 Oscar.	0	1	2h 10min	3.00	38550000.00	Action	 Adventure	 Drama
142	Song of the Sea	2014	81	85	860000	https://www.imdb.com/title/tt1865505/?ref_=adv_li_i	Ireland		6013380	Nominated for 1 Oscar.	0	1	1h 33min	4.00	-5153380.00	Animation	 Adventure	 Drama
136	Gone Girl	2014	81	79	167770000	https://www.imdb.com/title/tt2267998/?ref_=adv_li_i	USA		61000000	Nominated for 1 Oscar.	0	1	2h 29min	2.00	106770000.00	Crime	 Drama	 Mystery
479	The Theory of Everything	2014	77	72	35890000	https://www.imdb.com/title/tt2980516/?ref_=adv_li_i	UK		15000000	Won 1 Oscar.	1	0	2h 3min	5.00	20890000.00	Biography	 Drama	 Romance
380	Captain America: The Winter Soldier	2014	78	70	259769999	https://www.imdb.com/title/tt1843866/?ref_=adv_li_i	USA		170000000	Nominated for 1 Oscar.	0	1	2h 16min	8.00	89769999.00	Action	 Adventure	 Sci-Fi
213	X-Men: Days of Future Past	2014	80	75	233920000	https://www.imdb.com/title/tt1877832/?ref_=adv_li_i	USA		200000000	Nominated for 1 Oscar.	0	1	2h 12min	5.00	33920000.00	Action	 Adventure	 Sci-Fi
20	Interstellar	2014	86	74	188020000	https://www.imdb.com/title/tt0816692/?ref_=adv_li_i	USA		165000000	Won 1 Oscar.	1	0	2h 49min	12.00	23020000.00	Adventure	 Drama	 Sci-Fi
506	Ex Machina	2014	77	78	25440000	https://www.imdb.com/title/tt0470752/?ref_=adv_li_i	UK		15000000	Won 1 Oscar.	1	0	1h 48min	1.00	10440000.00	Drama	 Mystery	 Sci-Fi
211	The Raid 2	2014	80	71	2630000	https://www.imdb.com/title/tt2265171/?ref_=adv_li_i	Indonesia		4500000	4 wins & 10 nominations.	4	10	2h 30min	9.00	-1870000.00	Action	 Crime	 Thriller
212	The Imitation Game	2014	80	73	91130000	https://www.imdb.com/title/tt2084970/?ref_=adv_li_i	USA		14000000	Won 1 Oscar.	1	0	1h 54min	7.00	77130000.00	Biography	 Drama	 Thriller
134	Wild Tales	2014	81	77	3110000	https://www.imdb.com/title/tt3011894/?ref_=adv_li_i	Argentina		3300000	Nominated for 1 Oscar.	0	1	2h 2min	4.00	-190000.00	Comedy	 Drama	 Thriller
297	Nightcrawler	2014	79	76	32380000	https://www.imdb.com/title/tt2872718/?ref_=adv_li_i	USA		8500000	Nominated for 1 Oscar.	0	1	1h 57min	3.00	23880000.00	Crime	 Drama	 Thriller
580	Fury	2014	76	64	85820000	https://www.imdb.com/title/tt2713180/?ref_=adv_li_i	USA		68000000	5 wins & 23 nominations.	5	23	2h 14min	12.00	17820000.00	Action	 Drama	 War
481	Birdman or (The Unexpected Virtue of Ignorance)	2014	77	88	42340000	https://www.imdb.com/title/tt2562232/?ref_=adv_li_i	USA		18000000	Won 4 Oscars.	4	0	1h 59min	11.00	24340000.00	Comedy	 Drama	
579	Leviathan	2014	76	92	1090000	https://www.imdb.com/title/tt2802154/?ref_=adv_li_i	Russia		Unknown	Nominated for 1 Oscar.	0	1	2h 20min	16.00		Crime	 Drama	
478	What We Do in the Shadows	2014	77	76	3330000	https://www.imdb.com/title/tt3416742/?ref_=adv_li_i	New Zealand		1600000	26 wins & 18 nominations.	26	18	1h 26min	1.00	1730000.00	Comedy	 Horror	
30	Whiplash	2014	85	88	13090000	https://www.imdb.com/title/tt2582802/?ref_=adv_li_i	USA		3300000	Won 3 Oscars.	3	0	1h 46min	3.00	9790000.00	Drama	 Music	
480	The Fault in Our Stars	2014	77	69	124870000	https://www.imdb.com/title/tt2582846/?ref_=adv_li_i	USA		12000000	21 wins & 14 nominations.	21	14	2h 6min	8.00	112870000.00	Drama	 Romance	
301	Edge of Tomorrow	2014	79	71	100210000	https://www.imdb.com/title/tt1631867/?ref_=adv_li_i	USA		178000000	11 wins & 37 nominations.	11	37	1h 53min	8.00	-77790000.00	Action	 Sci-Fi	
310	Boyhood	2014	79	100	25380000	https://www.imdb.com/title/tt1065073/?ref_=adv_li_i	USA		4000000	Won 1 Oscar.	1	0	2h 45min	21.00	21380000.00	Drama		
132	Mommy	2014	81	74	3490000	https://www.imdb.com/title/tt3612616/?ref_=adv_li_i	Canada		Unknown	52 wins & 63 nominations.	52	63	2h 19min	7.00		Drama		
216	The Revenant	2015	80	76	183640000	https://www.imdb.com/title/tt1663202/?ref_=adv_li_i	USA		135000000	Won 3 Oscars.	3	0	2h 36min	4.00	48640000.00	Action	 Adventure	 Biography
98	Inside Out	2015	82	94	356460000	https://www.imdb.com/title/tt2096673/?ref_=adv_li_i	USA		175000000	Won 1 Oscar.	1	0	1h 35min	12.00	181460000.00	Animation	 Adventure	 Comedy
484	The Little Prince	2015	77	70	1340000	https://www.imdb.com/title/tt1754656/?ref_=adv_li_i	France		81200000	6 wins & 13 nominations.	6	13	1h 48min	7.00	-79860000.00	Animation	 Adventure	 Drama
384	The Big Short	2015	78	81	70260000	https://www.imdb.com/title/tt1596363/?ref_=adv_li_i	USA		28000000	Won 1 Oscar.	1	0	2h 10min	3.00	42260000.00	Biography	 Comedy	 Drama
577	Sicario	2015	76	82	46890000	https://www.imdb.com/title/tt3397884/?ref_=adv_li_i	USA		30000000	Nominated for 3 Oscars.	0	3	2h 1min	6.00	16890000.00	Action	 Crime	 Drama
209	Star Wars: Episode VII - The Force Awakens	2015	80	81	936660000	https://www.imdb.com/title/tt2488496/?ref_=adv_li_i	USA		245000000	Nominated for 5 Oscars.	0	5	2h 16min	1.00	691660000.00	Action	 Adventure	 Fantasy
304	Straight Outta Compton	2015	79	72	161200000	https://www.imdb.com/title/tt1398426/?ref_=adv_li_i	USA		28000000	Nominated for 1 Oscar.	0	1	2h 27min	7.00	133200000.00	Biography	 Drama	 History
141	Spotlight	2015	81	93	45060000	https://www.imdb.com/title/tt1895587/?ref_=adv_li_i	USA		20000000	Won 2 Oscars.	2	0	2h 9min	12.00	25060000.00	Crime	 Drama	 History
370	The Hateful Eight	2015	78	68	54120000	https://www.imdb.com/title/tt3460252/?ref_=adv_li_i	USA		44000000	Won 1 Oscar.	1	0	3h 7min	10.00	10120000.00	Crime	 Drama	 Mystery
475	A Man Called Ove	2015	77	70	3360000	https://www.imdb.com/title/tt4080728/?ref_=adv_li_i	Sweden		Unknown	Nominated for 2 Oscars.	0	2	1h 56min	7.00		Comedy	 Drama	 Romance
372	Me and Earl and the Dying Girl	2015	78	74	6740000	https://www.imdb.com/title/tt2582496/?ref_=adv_li_i	USA		8000000	17 wins & 29 nominations.	17	29	1h 45min	4.00	-1260000.00	Comedy	 Drama	 Romance
146	Mad Max: Fury Road	2015	81	90	154060000	https://www.imdb.com/title/tt1392190/?ref_=adv_li_i	Australia		Unknown	Won 6 Oscars.	6	0	2h	9.00		Action	 Adventure	 Sci-Fi
204	The Martian	2015	80	80	228430000	https://www.imdb.com/title/tt3659388/?ref_=adv_li_i	UK		108000000	Nominated for 7 Oscars.	0	7	2h 24min	0.00	120430000.00	Adventure	 Drama	 Sci-Fi
575	Bridge of Spies	2015	76	81	72310000	https://www.imdb.com/title/tt3682448/?ref_=adv_li_i	Germany		40000000	Won 1 Oscar.	1	0	2h 22min	5.00	32310000.00	Drama	 History	 Thriller
366	Land of Mine	2015	78	75	440000	https://www.imdb.com/title/tt3841424/?ref_=adv_li_i	Denmark		5396776.268	Nominated for 1 Oscar.	0	1	1h 40min	3.00	-4956776.27	Drama	 History	 War
578	Creed	2015	76	82	109770000	https://www.imdb.com/title/tt3076658/?ref_=adv_li_i	USA		35000000	Nominated for 1 Oscar.	0	1	2h 13min	6.00	74770000.00	Drama	 Sport	
96	Room	2015	82	86	14680000	https://www.imdb.com/title/tt3170832/?ref_=adv_li_i	Ireland		13000000	Won 1 Oscar.	1	0	1h 58min	4.00	1680000.00	Drama	 Thriller	
389	Beasts of No Nation	2015	78	79	80000	https://www.imdb.com/title/tt1365050/?ref_=adv_li_i	USA		6000000	Nominated for 1 Golden Globe.	0	1	2h 17min	1.00	-5920000.00	Drama	 War	
573	Mustang	2015	76	83	850000	https://www.imdb.com/title/tt3966404/?ref_=adv_li_i	Turkey		1474980	Nominated for 1 Oscar.	0	1	1h 37min	7.00	-624980.00	Drama		
364	Kubo and the Two Strings	2016	78	84	48020000	https://www.imdb.com/title/tt4302938/?ref_=adv_li_i	USA		60000000	Nominated for 2 Oscars.	0	2	1h 41min	6.00	-11980000.00	Animation	 Action	 Adventure
219	Deadpool	2016	80	65	363070000	https://www.imdb.com/title/tt1431045/?ref_=adv_li_i	USA		58000000	Nominated for 2 Golden Globes.	0	2	1h 48min	15.00	305070000.00	Action	 Adventure	 Comedy
576	Moana	2016	76	81	248760000	https://www.imdb.com/title/tt3521164/?ref_=adv_li_i	USA		150000000	Nominated for 2 Oscars.	0	2	1h 47min	5.00	98760000.00	Animation	 Adventure	 Comedy
206	Zootopia	2016	80	78	341270000	https://www.imdb.com/title/tt2948356/?ref_=adv_li_i	USA		150000000	Won 1 Oscar.	1	0	1h 48min	2.00	191270000.00	Animation	 Adventure	 Comedy
293	Hunt for the Wilderpeople	2016	79	81	5200000	https://www.imdb.com/title/tt4698684/?ref_=adv_li_i	New Zealand		Unknown	21 wins & 25 nominations.	21	25	1h 41min	2.00		Adventure	 Comedy	 Drama
581	Hell or High Water	2016	76	88	26860000	https://www.imdb.com/title/tt2582782/?ref_=adv_li_i	USA		12000000	Nominated for 4 Oscars.	0	4	1h 42min	12.00	14860000.00	Action	 Crime	 Drama
50	Your Name.	2016	84	79	5020000	https://www.imdb.com/title/tt5311514/?ref_=adv_li_i	Japan		3370008.83	14 wins & 22 nominations.	14	22	1h 46min	5.00	1649991.17	Animation	 Drama	 Fantasy
137	Hacksaw Ridge	2016	81	71	67210000	https://www.imdb.com/title/tt2119532/?ref_=adv_li_i	Australia		40000000	Won 2 Oscars.	2	0	2h 19min	10.00	27210000.00	Biography	 Drama	 History
363	Hidden Figures	2016	78	74	169610000	https://www.imdb.com/title/tt4846340/?ref_=adv_li_i	USA		25000000	Nominated for 3 Oscars.	0	3	2h 7min	4.00	144610000.00	Biography	 Drama	 History
203	La La Land	2016	80	93	151100000	https://www.imdb.com/title/tt3783958/?ref_=adv_li_i	USA		30000000	Won 6 Oscars.	6	0	2h 8min	13.00	121100000.00	Comedy	 Drama	 Music
205	Sing Street	2016	80	79	3240000	https://www.imdb.com/title/tt3544112/?ref_=adv_li_i	Ireland		Unknown	Nominated for 1 Golden Globe.	0	1	1h 46min	1.00		Comedy	 Drama	 Music
369	Captain America: Civil War	2016	78	75	408080000	https://www.imdb.com/title/tt3498820/?ref_=adv_li_i	USA		250000000	16 wins & 66 nominations.	16	66	2h 27min	3.00	158080000.00	Action	 Adventure	 Sci-Fi
367	Rogue One: A Star Wars Story	2016	78	65	532179999	https://www.imdb.com/title/tt3748528/?ref_=adv_li_i	USA		200000000	Nominated for 2 Oscars.	0	2	2h 13min	13.00	332179999.00	Action	 Adventure	 Sci-Fi
298	Arrival	2016	79	81	100550000	https://www.imdb.com/title/tt2543164/?ref_=adv_li_i	USA		47000000	Won 1 Oscar.	1	0	1h 56min	2.00	53550000.00	Drama	 Mystery	 Sci-Fi
130	The Handmaiden	2016	81	84	2009999	https://www.imdb.com/title/tt4016934/?ref_=adv_li_i	South Korea		8906088.103	Won 1 BAFTA Film Award.	1	0	2h 25min	3.00	-6896089.10	Drama	 Romance	 Thriller
131	Lion	2016	81	69	51690000	https://www.imdb.com/title/tt3741834/?ref_=adv_li_i	UK		12000000	Nominated for 6 Oscars.	0	6	1h 58min	12.00	39690000.00	Biography	 Drama	
295	Captain Fantastic	2016	79	72	5880000	https://www.imdb.com/title/tt3553976/?ref_=adv_li_i	USA		Unknown	Nominated for 1 Oscar.	0	1	1h 58min	7.00		Comedy	 Drama	
361	The Salesman	2016	78	85	3400000	https://www.imdb.com/title/tt5186714/?ref_=adv_li_i	Iran		Unknown	Won 1 Oscar.	1	0	2h 4min	7.00		Drama	 Thriller	
289	"I, Daniel Blake"	2016	79	78	260000	https://www.imdb.com/title/tt5168192/?ref_=adv_li_i	UK		Unknown	Won 1 BAFTA Film Award.	1	0	1h 40min	1.00		Drama		
365	Manchester by the Sea	2016	78	96	47700000	https://www.imdb.com/title/tt4034228/?ref_=adv_li_i	USA		8500000	Won 2 Oscars.	2	0	2h 17min	18.00	39200000.00	Drama		
476	Guardians of the Galaxy Vol. 2	2017	77	67	389810000	https://www.imdb.com/title/tt3896198/?ref_=adv_li_i	USA		200000000	Nominated for 1 Oscar.	0	1	2h 16min	10.00	189810000.00	Action	 Adventure	 Comedy
296	Thor: Ragnarok	2017	79	74	315060000	https://www.imdb.com/title/tt3501632/?ref_=adv_li_i	USA		180000000	6 wins & 47 nominations.	6	47	2h 10min	5.00	135060000.00	Action	 Adventure	 Comedy
51	Coco	2017	84	81	209730000	https://www.imdb.com/title/tt2380307/?ref_=adv_li_i	USA		175000000	Won 2 Oscars.	2	0	1h 45min	3.00	34730000.00	Animation	 Adventure	 Comedy
371	Loving Vincent	2017	78	62	6740000	https://www.imdb.com/title/tt3262342/?ref_=adv_li_i	Poland		5673000	Nominated for 1 Oscar.	0	1	1h 34min	16.00	1067000.00	Animation	 Biography	 Crime
477	Only the Brave	2017	77	72	18340000	https://www.imdb.com/title/tt3829920/?ref_=adv_li_i	USA		38000000	3 nominations.	0	3	2h 14min	5.00	-19660000.00	Action	 Biography	 Drama
574	Baby Driver	2017	76	86	107830000	https://www.imdb.com/title/tt3890160/?ref_=adv_li_i	UK		34000000	Nominated for 3 Oscars.	0	3	1h 52min	10.00	73830000.00	Action	 Crime	 Drama
95	"Three Billboards Outside Ebbing, Missouri"	2017	82	88	54510000	https://www.imdb.com/title/tt5027774/?ref_=adv_li_i	UK		15000000	Won 2 Oscars.	2	0	1h 55min	6.00	39510000.00	Comedy	 Crime	 Drama
294	Paddington 2	2017	79	88	40440000	https://www.imdb.com/title/tt4468740/?ref_=adv_li_i	UK		40000000	Nominated for 3 BAFTA Film Awards.	0	3	1h 43min	9.00	440000.00	Adventure	 Comedy	 Family
292	Dunkirk	2017	79	94	188370000	https://www.imdb.com/title/tt5013056/?ref_=adv_li_i	UK		100000000	Won 3 Oscars.	3	0	1h 46min	15.00	88370000.00	Action	 Drama	 History
472	Wind River	2017	77	73	33800000	https://www.imdb.com/title/tt5362988/?ref_=adv_li_i	UK		11000000	10 wins & 23 nominations.	10	23	1h 47min	4.00	22800000.00	Crime	 Drama	 Mystery
572	The Big Sick	2017	76	86	42870000	https://www.imdb.com/title/tt5462602/?ref_=adv_li_i	USA		5000000	Nominated for 1 Oscar.	0	1	2h	10.00	37870000.00	Comedy	 Drama	 Romance
133	Logan	2017	81	77	226280000	https://www.imdb.com/title/tt3315342/?ref_=adv_li_i	USA		97000000	Nominated for 1 Oscar.	0	1	2h 17min	4.00	129280000.00	Action	 Drama	 Sci-Fi
214	Blade Runner 2049	2017	80	81	92050000	https://www.imdb.com/title/tt1856101/?ref_=adv_li_i	USA		150000000	Won 2 Oscars.	2	0	2h 44min	1.00	-57950000.00	Drama	 Mystery	 Sci-Fi
474	Get Out	2017	77	84	176040000	https://www.imdb.com/title/tt5052448/?ref_=adv_li_i	Japan		5000000	Won 1 Oscar.	1	0	1h 44min	7.00	171040000.00	Horror	 Mystery	 Thriller
208	Wonder	2017	80	66	132419999	https://www.imdb.com/title/tt2543472/?ref_=adv_li_i	USA		20000000	Nominated for 1 Oscar.	0	1	1h 53min	14.00	112419999.00	Drama	 Family	
288	Call Me by Your Name	2017	79	93	18100000	https://www.imdb.com/title/tt5726616/?ref_=adv_li_i	Italy		4538400	Won 1 Oscar.	1	0	2h 12min	14.00	13561600.00	Drama	 Romance	
571	The Florida Project	2017	76	92	5900000	https://www.imdb.com/title/tt5649144/?ref_=adv_li_i	USA		2000000	Nominated for 1 Oscar.	0	1	1h 51min	16.00	3900000.00	Drama		
368	Incredibles 2	2018	78	80	608580000	https://www.imdb.com/title/tt3606756/?ref_=adv_li_i	USA		200000000	Nominated for 1 Oscar.	0	1	1h 58min	2.00	408580000.00	Animation	 Action	 Adventure
14	Spider-Man: Into the Spider-Verse	2018	87	87	176780000	https://www.imdb.com/title/tt4633694/?ref_=adv_li_i	USA		90000000	Nominated for 1 Oscar.	0	1	1h 57min	0.00	86780000.00	Animation	 Action	 Adventure
